n,chrms,starts,ends
6518,4,74435000,74530000
6409,4,75030000,75185000
6346,4,75785000,76240000
6489,4,76440000,76770000
6549,4,76815000,77065000
6509,4,76910000,77005000
6609,4,77085000,77310000
6691,4,77350000,77435000
6646,4,77435000,77675000
6688,4,77865000,77970000
6587,4,77995000,78135000
6397,4,78150000,78575000
6665,4,78150000,78280000
6474,4,78295000,78550000
6519,4,78625000,78845000
6354,4,78875000,79465000
6425,4,79515000,79800000
6716,4,79700000,79785000
6330,4,79910000,80310000
6350,4,80820000,81135000
6621,4,81135000,81265000
6318,4,81275000,81985000
6378,4,81990000,82285000
6383,4,82320000,82775000
6532,4,83275000,83370000
6434,4,83380000,83715000
6704,4,83740000,83815000
6658,4,83820000,83950000
6542,4,83985000,84205000
6643,4,84215000,84380000
6575,4,84410000,84565000
6301,4,84565000,85475000
6433,4,86040000,86295000
6460,4,86335000,86675000
6556,4,86465000,86670000
6382,4,87405000,87820000
6504,4,87835000,88020000
6512,4,87840000,87945000
6573,4,88055000,88165000
6551,4,88275000,88400000
6607,4,88770000,88915000
6568,4,88930000,89135000
6533,4,89150000,89445000
6690,4,89195000,89295000
6581,4,89295000,89435000
6627,4,89445000,89595000
6526,4,89740000,89945000
6674,4,89945000,90045000
6544,4,90155000,90360000
6404,4,90500000,90825000
6339,4,90880000,91235000
6299,4,91340000,91960000
6310,4,92070000,92440000
6436,4,94610000,94705000
6356,4,94735000,95055000
6335,4,94780000,95080000
6675,4,95130000,95210000
6351,4,95185000,95550000
6521,4,95365000,95520000
6327,4,95595000,95970000
6439,4,99060000,99370000
6576,4,99180000,99370000
6447,4,99385000,99765000
6538,4,99390000,99595000
6514,4,99810000,100015000
6591,4,99910000,100010000
6423,4,100040000,100385000
6451,4,100450000,100730000
6520,4,100730000,100875000
6524,4,100730000,100810000
6584,4,100895000,101010000
6374,4,102080000,102585000
6680,4,103265000,103350000
6571,4,103360000,103545000
6348,4,103550000,104040000
6679,4,103585000,103735000
6595,4,103935000,104020000
6631,4,104045000,104115000
6306,4,104125000,104860000
6326,4,104920000,105795000
6496,4,105415000,105785000
6422,4,105805000,106400000
6604,4,105805000,106060000
6725,4,105890000,105980000
6683,4,105980000,106060000
6586,4,106070000,106395000
6562,4,106415000,106635000
6574,4,107150000,107260000
6599,4,108525000,108660000
6506,4,108675000,108840000
6381,4,108915000,109530000
6554,4,108940000,109110000
6319,4,109675000,110300000
6411,4,110345000,110765000
6610,4,110355000,110480000
6728,4,110480000,110585000
6537,4,110755000,110900000
6471,4,110915000,111220000
6502,4,110920000,111135000
6695,4,111135000,111230000
6445,4,111240000,111440000
6316,4,111515000,111935000
6525,4,112850000,112980000
6360,4,112990000,113545000
6467,4,113000000,113215000
6566,4,113250000,113440000
6681,4,113445000,113545000
6459,4,113545000,113885000
6642,4,113560000,113685000
6673,4,113710000,113865000
6699,4,114185000,114290000
6332,4,114375000,114850000
6391,4,114430000,114850000
6567,4,114460000,114685000
6698,4,114605000,114680000
6529,4,114685000,114830000
6667,4,114870000,115005000
6417,4,115310000,115630000
6377,4,116145000,116460000
6435,4,116765000,117000000
6419,4,116770000,117055000
6564,4,119200000,119285000
6344,4,119655000,119815000
6309,4,120520000,120980000
6297,4,120990000,122040000
6583,4,122055000,122235000
6366,4,122275000,122695000
6413,4,122285000,122595000
6596,4,122585000,122735000
6620,4,122815000,122940000
6441,4,123295000,123500000
6592,4,123505000,123650000
6523,4,123665000,123845000
6342,4,124065000,124640000
6485,4,124305000,124600000
6664,4,124485000,124585000
6333,4,124690000,125110000
6296,4,125265000,126205000
6389,4,128505000,128670000
6494,4,128700000,128985000
6676,4,128705000,128805000
6340,4,129105000,129730000
6370,4,129215000,129800000
6403,4,129255000,129730000
6487,4,129365000,129730000
6713,4,129370000,129485000
6593,4,129485000,129730000
6476,4,129800000,130025000
6638,4,129915000,130020000
6359,4,130280000,130605000
6647,4,132370000,132490000
6305,4,138110000,138715000
6446,4,139095000,139445000
6399,4,139935000,140480000
6669,4,139940000,140010000
6727,4,140125000,140220000
6733,4,140225000,140315000
6380,4,140630000,141200000
6395,4,141270000,141545000
6696,4,141445000,141535000
6463,4,141565000,141780000
6337,4,142215000,142695000
6700,4,142555000,142635000
6388,4,143250000,143665000
6398,4,144100000,144450000
6655,4,144130000,144255000
6546,4,144270000,144430000
6303,4,145075000,146010000
6650,4,146020000,146120000
6369,4,146120000,146535000
6721,4,146400000,146480000
6624,4,146860000,147120000
6618,4,147160000,147265000
6622,4,147280000,147445000
6579,4,147925000,148050000
6590,4,148420000,148525000
6541,4,148625000,148790000
6686,4,148830000,148980000
6307,4,150280000,150815000
6420,4,150880000,151170000
6347,4,151195000,151810000
6616,4,151790000,152025000
6376,4,152045000,152555000
6336,4,152130000,152580000
6444,4,152665000,153265000
6452,4,153325000,153700000
6697,4,153565000,153660000
6488,4,153735000,154055000
6629,4,154060000,154250000
6500,4,154260000,154565000
6634,4,154265000,154345000
6649,4,154570000,154690000
6320,4,154690000,155140000
6552,4,155265000,155445000
6480,4,155470000,155555000
6324,4,155720000,156295000
6415,4,155875000,156205000
6426,4,156355000,156715000
6628,4,156505000,156710000
6547,4,156730000,156875000
6298,4,156875000,157980000
6349,4,159205000,159570000
6352,4,159615000,160140000
6557,4,159645000,159780000
6473,4,159780000,160125000
6666,4,159820000,159925000
6656,4,159940000,160115000
6662,4,160025000,160100000
6304,4,162160000,162885000
6328,4,162165000,162665000
6357,4,162170000,162600000
6323,4,163405000,163970000
6368,4,164400000,164685000
6443,4,164400000,164475000
6408,4,164470000,164685000
6508,4,164475000,164600000
6687,4,164605000,164680000
6461,4,165690000,165925000
6491,4,166035000,166270000
6603,4,166270000,166395000
6314,4,166415000,167045000
6386,4,167520000,167920000
6432,4,169100000,169430000
6515,4,169500000,169840000
6605,4,169625000,169805000
6682,4,169845000,169930000
6416,4,169930000,170435000
6648,4,170195000,170410000
6507,4,170535000,170680000
6410,4,170710000,171000000
6550,4,171055000,171170000
6534,4,171190000,171320000
6401,4,171510000,171780000
6373,4,172315000,172690000
6454,4,172345000,172605000
6362,4,173905000,174375000
6442,4,173925000,174200000
6672,4,174085000,174180000
6589,4,174230000,174340000
6311,4,174425000,175030000
6530,4,175135000,175260000
6372,4,175285000,175640000
6483,4,175785000,175990000
6430,4,176855000,177275000
6651,4,177300000,177455000
6481,4,178135000,178395000
6393,4,179855000,180235000
6329,4,180325000,180735000
6493,4,180780000,180980000
6317,4,182060000,182475000
6730,4,182880000,182965000
6371,4,183365000,183730000
6611,4,183730000,183840000
6394,4,183850000,184195000
6639,4,184010000,184180000
6619,4,184195000,184330000
6466,4,184360000,184645000
6499,4,184365000,184580000
6720,4,184565000,184645000
6412,4,184730000,185125000
6492,4,185170000,185570000
6384,4,185180000,185465000
6479,4,185185000,185275000
6637,4,185395000,185460000
6729,4,185465000,185570000
6689,4,185570000,185655000
6450,4,185655000,186060000
6601,4,185655000,185910000
6731,4,185665000,185735000
6734,4,185745000,185840000
6600,4,185925000,186060000
6585,4,186110000,186320000
6717,4,186120000,186225000
6561,4,186395000,186525000
6414,4,186545000,186970000
6545,4,186970000,187125000
6632,4,186970000,187065000
6490,4,190540000,190680000
6979,5,310000,455000
6968,5,475000,630000
6854,5,925000,1165000
6821,5,1165000,1660000
6994,5,1465000,1650000
6792,5,1715000,2045000
7022,5,1730000,1845000
6737,5,2115000,4805000
6765,5,4870000,5425000
6927,5,5130000,5420000
7142,5,5420000,5490000
6939,5,5495000,5885000
7067,5,6295000,6600000
7159,5,6365000,6580000
6911,5,6610000,6755000
7153,5,7750000,7865000
6900,5,8830000,9210000
7015,5,9345000,9545000
6847,5,10250000,10770000
7033,5,10250000,10435000
7177,5,10275000,10355000
7051,5,10445000,10650000
7205,5,10450000,10560000
7146,5,10560000,10635000
7175,5,10695000,10760000
6920,5,10845000,11215000
7133,5,13985000,14100000
6993,5,14105000,14285000
7128,5,14145000,14215000
6973,5,14365000,14665000
7219,5,14365000,14495000
7101,5,14495000,14665000
6871,5,14690000,15025000
7049,5,14715000,14880000
7132,5,16465000,16570000
6824,5,16775000,17190000
6738,5,17195000,18335000
6741,5,17600000,18325000
7168,5,18690000,18760000
6833,5,22875000,23150000
6747,5,23315000,23785000
7185,5,31400000,31545000
6857,5,31550000,32105000
7037,5,31570000,31820000
7030,5,31825000,32095000
7057,5,31905000,32095000
6803,5,32135000,32635000
6991,5,32150000,32375000
7236,5,32360000,32430000
6862,5,32445000,32620000
6749,5,32680000,33405000
6766,5,33575000,33950000
7027,5,33845000,33935000
6764,5,34480000,34905000
6762,5,34545000,34905000
7117,5,34925000,35020000
6779,5,35060000,35620000
7145,5,35090000,35200000
7186,5,35215000,35320000
6841,5,35645000,35955000
7043,5,35775000,35930000
6771,5,36055000,36705000
6767,5,36120000,36705000
7211,5,36160000,36245000
7062,5,36735000,36870000
7031,5,36870000,36955000
6960,5,37015000,37370000
7172,5,37040000,37220000
7210,5,37290000,37365000
6850,5,37400000,37755000
6806,5,37815000,38230000
6822,5,38385000,38820000
7167,5,38440000,38555000
6945,5,38940000,39090000
7082,5,39005000,39080000
6956,5,39150000,39315000
6999,5,39205000,39305000
6965,5,39370000,39565000
6861,5,40350000,40685000
7164,5,40375000,40490000
6967,5,40730000,40885000
6745,5,41035000,41650000
7024,5,41705000,41845000
7136,5,41855000,41940000
7044,5,42935000,43075000
7176,5,42990000,43070000
6798,5,43065000,43505000
7113,5,43120000,43315000
7183,5,43315000,43390000
7060,5,43485000,43635000
6746,5,43725000,44360000
7023,5,44800000,44955000
6736,5,44960000,46035000
7157,5,49955000,50050000
6895,5,51970000,52225000
6953,5,52235000,52405000
6874,5,52445000,52730000
7141,5,52850000,52970000
6989,5,53530000,53790000
6914,5,53810000,54165000
6849,5,54195000,54455000
6816,5,54600000,54995000
7215,5,54620000,54715000
7073,5,55005000,55220000
6925,5,55265000,55515000
7108,5,55285000,55370000
6950,5,55565000,56140000
7054,5,55835000,56130000
6866,5,56185000,56570000
7039,5,56430000,56545000
6808,5,57770000,58150000
7016,5,58180000,58310000
7106,5,58325000,58480000
6947,5,58485000,58675000
6781,5,58680000,59100000
6978,5,58805000,58965000
6892,5,59585000,59955000
6922,5,59975000,60215000
6793,5,60255000,60970000
6936,5,60345000,60640000
7137,5,60460000,60630000
6904,5,61510000,61700000
6807,5,61710000,62085000
7083,5,61730000,61920000
6743,5,62680000,63295000
7080,5,63440000,63515000
6796,5,63915000,64090000
6777,5,64100000,64815000
6759,5,64255000,64785000
7125,5,64255000,64395000
7163,5,64855000,65015000
6827,5,65015000,65470000
7162,5,65035000,65220000
7154,5,65220000,65330000
6775,5,65560000,66080000
6755,5,65650000,66040000
6907,5,66440000,66520000
7042,5,67340000,67550000
6757,5,67570000,68260000
6787,5,67570000,68315000
7021,5,67580000,67760000
6760,5,67630000,68310000
6813,5,68330000,68830000
6778,5,68380000,68660000
7217,5,68530000,68655000
6788,5,70755000,70930000
7124,5,70950000,71065000
6957,5,71075000,71385000
7110,5,71410000,71615000
6942,5,71655000,71830000
7064,5,71900000,72105000
7174,5,72140000,72220000
6815,5,72240000,72785000
6845,5,72350000,72785000
7216,5,72375000,72495000
6955,5,72515000,72760000
7192,5,72790000,72870000
6860,5,72880000,73095000
6839,5,73195000,73960000
7075,5,73690000,73945000
6944,5,73980000,74220000
7112,5,74065000,74215000
6853,5,74230000,74615000
7129,5,74535000,74630000
6869,5,74630000,74995000
7094,5,74715000,74885000
7238,5,74725000,74800000
7150,5,74805000,74880000
6835,5,75015000,75560000
6848,5,75585000,76100000
7228,5,75620000,75700000
7156,5,75700000,75840000
7011,5,75890000,76085000
7134,5,75975000,76080000
7045,5,76160000,76320000
6940,5,76420000,76790000
6794,5,76810000,77575000
7126,5,76985000,77080000
7209,5,77145000,77285000
7144,5,77585000,77660000
7223,5,77660000,77750000
6802,5,77760000,78280000
7194,5,77945000,78030000
7006,5,78185000,78285000
6837,5,78300000,78810000
7029,5,78315000,78430000
6885,5,78430000,78795000
7048,5,78840000,78995000
7182,5,78905000,78995000
6877,5,79000000,79155000
6980,5,79385000,79605000
6941,5,79690000,79980000
6791,5,79980000,80530000
7115,5,80035000,80205000
7188,5,80495000,80600000
6784,5,80710000,81570000
6971,5,80800000,81045000
7091,5,81050000,81150000
7147,5,81465000,81550000
6843,5,82370000,82740000
7135,5,82770000,82870000
6881,5,86315000,86705000
6750,5,87065000,87395000
7184,5,87485000,87580000
6916,5,88015000,88180000
6952,5,88020000,88115000
7225,5,88645000,88735000
7047,5,89575000,89690000
6800,5,89700000,90095000
7100,5,89705000,89835000
6828,5,90375000,90725000
7202,5,90395000,90520000
6962,5,90520000,90685000
6937,5,92920000,93140000
7058,5,93290000,93455000
6912,5,93845000,94200000
7069,5,93855000,94035000
6889,5,94280000,94610000
7152,5,94305000,94425000
7221,5,94440000,94545000
7203,5,94885000,94960000
6938,5,94965000,95195000
7180,5,94980000,95095000
6969,5,95105000,95190000
6838,5,95190000,95675000
7140,5,95195000,95300000
6915,5,95310000,95670000
6958,5,95680000,95935000
7138,5,95940000,96070000
6880,5,96080000,96515000
7171,5,96195000,96330000
6995,5,96360000,96500000
6799,5,96620000,96885000
7028,5,96670000,96850000
6786,5,98175000,98410000
7093,5,100110000,100240000
7088,5,100255000,100380000
6789,5,102015000,102495000
7034,5,102090000,102310000
6886,5,102570000,102825000
6744,5,102920000,103565000
6748,5,103140000,103495000
6946,5,106595000,107010000
7226,5,106625000,106710000
7059,5,106725000,106915000
7234,5,106815000,106910000
7074,5,106915000,107010000
6879,5,107030000,107450000
7090,5,107580000,107715000
7001,5,107805000,107985000
7055,5,108050000,108255000
6985,5,108660000,108780000
6982,5,108830000,109000000
7017,5,109025000,109190000
6819,5,110090000,110415000
6859,5,110455000,110845000
6882,5,110475000,110625000
6888,5,110865000,111495000
6773,5,111505000,112130000
6954,5,111505000,111785000
6931,5,111870000,112185000
6997,5,111870000,112115000
7207,5,112020000,112105000
7076,5,112185000,112320000
6795,5,112335000,112950000
6933,5,112370000,112670000
6990,5,112690000,112855000
7071,5,112845000,112940000
6972,5,113695000,113790000
6891,5,114420000,114605000
6901,5,114635000,114940000
6834,5,114965000,115415000
7018,5,114975000,115160000
7005,5,115180000,115410000
6883,5,115445000,115825000
7213,5,115605000,115705000
6964,5,115895000,116295000
7120,5,115910000,116105000
7079,5,117990000,118130000
6814,5,118310000,118785000
6998,5,118320000,118595000
6948,5,118600000,118755000
6820,5,118800000,119110000
7014,5,121295000,121425000
6817,5,121525000,121775000
7119,5,122025000,122180000
7111,5,122215000,122345000
6863,5,122705000,122955000
7151,5,122760000,122855000
7196,5,123980000,124085000
7199,5,124240000,124345000
6840,5,125675000,125880000
6844,5,125995000,126145000
6878,5,126180000,126410000
7170,5,126280000,126370000
6976,5,126615000,126845000
6768,5,126880000,127545000
6935,5,126890000,127070000
6926,5,127220000,127535000
6830,5,127550000,127840000
6825,5,128225000,128500000
6836,5,130210000,130460000
6929,5,130495000,130745000
7160,5,130540000,130615000
7078,5,130615000,130720000
6810,5,130875000,131380000
7019,5,130900000,131140000
7155,5,130970000,131135000
7105,5,131145000,131345000
6917,5,131390000,131700000
7123,5,131395000,131525000
7161,5,131565000,131705000
6782,5,131705000,132225000
6852,5,131720000,131840000
6951,5,131860000,132165000
7065,5,132220000,132430000
6790,5,132440000,133300000
6977,5,132440000,132750000
6772,5,132520000,133305000
6846,5,132815000,133295000
7053,5,133075000,133285000
7204,5,133080000,133215000
6754,5,133340000,133990000
6949,5,133360000,133495000
6761,5,133485000,134250000
6842,5,133510000,133945000
7056,5,133510000,133635000
6919,5,133635000,133935000
7096,5,133720000,133925000
7013,5,133985000,134250000
7212,5,133990000,134070000
7237,5,134095000,134180000
6966,5,134290000,134590000
6783,5,134785000,135185000
6970,5,134795000,134905000
6890,5,135220000,135555000
7190,5,135285000,135400000
7158,5,135410000,135530000
6797,5,135640000,136120000
6902,5,136645000,136875000
6959,5,136960000,137085000
6906,5,137090000,137365000
7003,5,137370000,137495000
6872,5,137500000,137780000
6884,5,137500000,137880000
7197,5,137515000,137665000
7118,5,137775000,137880000
6812,5,137910000,138610000
7148,5,137915000,138100000
6758,5,138020000,138605000
6818,5,138610000,138735000
7165,5,139000000,139150000
6858,5,139150000,139555000
7087,5,139155000,139360000
7127,5,139155000,139245000
7224,5,139350000,139425000
6986,5,139435000,139550000
6829,5,139590000,140110000
6921,5,139610000,139745000
6898,5,139755000,140100000
7084,5,139785000,139915000
7086,5,139935000,140020000
6943,5,140020000,140095000
7229,5,140700000,140790000
6961,5,140795000,140945000
7002,5,140950000,141035000
6909,5,141045000,141345000
6992,5,141060000,141225000
7036,5,141375000,141525000
6905,5,141530000,141950000
7198,5,141990000,142090000
6934,5,142095000,142275000
7097,5,142295000,142380000
6865,5,142370000,142785000
7026,5,142385000,142585000
7169,5,142585000,142740000
7235,5,142590000,142680000
6987,5,142795000,143210000
7233,5,142820000,142890000
6913,5,143235000,143550000
7131,5,143235000,143350000
6774,5,145485000,145900000
7041,5,145510000,145665000
7098,5,145680000,145810000
7046,5,145825000,145900000
6776,5,145910000,146370000
7007,5,146820000,146960000
6801,5,146995000,147220000
6932,5,148110000,148390000
7130,5,148115000,148220000
7201,5,148510000,148650000
6918,5,148690000,148985000
6809,5,148715000,149400000
7232,5,148755000,148820000
7116,5,148820000,148945000
6897,5,149000000,149380000
7040,5,149015000,149210000
7178,5,149030000,149110000
7139,5,149220000,149380000
7230,5,149405000,149500000
7102,5,149410000,149740000
7208,5,149505000,149610000
7220,5,149620000,149730000
7191,5,149735000,149830000
6763,5,149825000,150705000
6928,5,149825000,150235000
6981,5,149825000,150165000
7032,5,149830000,149930000
7095,5,149940000,150045000
7010,5,150235000,150375000
6930,5,150415000,150650000
7061,5,150420000,150555000
7114,5,150430000,150495000
6896,5,150780000,151155000
7121,5,150815000,150900000
7222,5,150905000,151025000
6893,5,151030000,151150000
6864,5,151200000,151540000
6739,5,151900000,153350000
6867,5,153355000,153815000
7149,5,153450000,153560000
7104,5,153570000,153790000
6923,5,153830000,154005000
7000,5,154020000,154320000
7193,5,154030000,154130000
7231,5,154135000,154235000
7181,5,154240000,154320000
6823,5,155605000,156005000
6963,5,156235000,156565000
7189,5,156245000,156365000
7092,5,156570000,156755000
7166,5,156570000,156670000
7109,5,156675000,156750000
7052,5,156915000,157175000
7214,5,156925000,157040000
6876,5,157220000,157385000
6832,5,157580000,158095000
7004,5,158120000,158540000
7025,5,158380000,158495000
7050,5,158570000,158735000
6780,5,158705000,159425000
7187,5,158755000,158885000
7218,5,158755000,158835000
6826,5,158895000,159415000
6910,5,159435000,159830000
7173,5,159500000,159605000
6975,5,159625000,159820000
6908,5,159845000,159935000
7085,5,159955000,160095000
6811,5,160385000,160975000
6870,5,160505000,160970000
6740,5,161565000,162865000
7072,5,162865000,162950000
6742,5,162955000,163960000
6752,5,163025000,163440000
6804,5,164025000,164335000
6988,5,167535000,167655000
6873,5,167675000,168020000
7066,5,167685000,167905000
7099,5,167910000,168005000
6769,5,168090000,169010000
7081,5,168110000,168370000
7070,5,169010000,169120000
6875,5,169030000,169435000
6851,5,169505000,169865000
7035,5,169515000,169640000
6996,5,169655000,169850000
7063,5,169860000,170060000
6751,5,170090000,170735000
6753,5,170110000,170685000
6855,5,170840000,171290000
6831,5,171330000,171750000
6903,5,171330000,171485000
7008,5,171515000,171730000
7012,5,171530000,171620000
7179,5,171625000,171715000
6974,5,171890000,172125000
7009,5,172140000,172370000
7068,5,172400000,172575000
7038,5,172410000,172490000
6856,5,172780000,173025000
6984,5,173045000,173400000
6868,5,173445000,173760000
6894,5,173830000,174245000
6805,5,174365000,174885000
7103,5,174960000,175130000
7122,5,175825000,175970000
7227,5,175980000,176070000
7077,5,176085000,176325000
7143,5,176540000,176725000
6983,5,176735000,176935000
7020,5,176805000,176905000
7195,5,176950000,177030000
6770,5,177505000,177600000
6887,5,177675000,178000000
7206,5,178055000,178155000
6756,5,178070000,178920000
6899,5,179040000,179350000
7200,5,179225000,179340000
7107,5,179765000,179900000
7089,5,179915000,180035000
6924,5,180210000,180295000
6785,5,180590000,180675000
7452,6,200000,395000
7697,6,405000,565000
7744,6,605000,715000
7295,6,795000,1430000
7670,6,1440000,1580000
7290,6,1575000,2375000
7754,6,2110000,2195000
7722,6,2245000,2360000
7399,6,2390000,2705000
7400,6,2760000,3070000
7377,6,2765000,2990000
7421,6,2990000,3070000
7581,6,3120000,3260000
7286,6,3260000,4020000
7394,6,3265000,3730000
7695,6,3280000,3465000
7531,6,3735000,4005000
7593,6,4020000,4165000
7292,6,4215000,5035000
7588,6,4770000,4940000
7513,6,5140000,5405000
7360,6,5420000,5910000
7623,6,5455000,5735000
7466,6,6310000,6545000
7533,6,6320000,6400000
7718,6,6555000,6670000
7387,6,6665000,7255000
7796,6,6790000,6920000
7685,6,7090000,7245000
7419,6,7270000,7640000
7611,6,7270000,7410000
7766,6,7440000,7585000
7375,6,7685000,8065000
7716,6,7725000,7875000
7600,6,7895000,7995000
7603,6,8120000,8230000
7262,6,8510000,8940000
7246,6,8940000,10455000
7245,6,8955000,10175000
7443,6,10470000,10810000
7769,6,10695000,10805000
7494,6,10840000,11090000
7401,6,11120000,11575000
7676,6,11365000,11495000
7751,6,11495000,11580000
7485,6,11655000,12015000
7618,6,11705000,11835000
7775,6,11900000,12010000
7717,6,12030000,12130000
7759,6,12155000,12285000
7585,6,12290000,12610000
7335,6,12640000,13145000
7584,6,12640000,12890000
7637,6,12940000,13180000
7665,6,13195000,13330000
7636,6,13335000,13580000
7687,6,13615000,13795000
7732,6,13615000,13710000
7791,6,13715000,13795000
7354,6,13865000,14160000
7530,6,14060000,14150000
7557,6,14725000,15240000
7656,6,15245000,15460000
7548,6,15495000,15650000
7407,6,15675000,16210000
7606,6,15715000,15880000
7266,6,15770000,16100000
7524,6,15895000,16135000
7408,6,16305000,16770000
7742,6,16330000,16405000
7639,6,16415000,16510000
7677,6,16510000,16765000
7590,6,16770000,16985000
7336,6,17135000,17575000
7460,6,17585000,17820000
7459,6,17600000,17705000
7738,6,17715000,17815000
7544,6,17850000,18125000
7532,6,18150000,18270000
7441,6,18315000,18515000
7242,6,18585000,20065000
7359,6,20085000,20540000
7768,6,20105000,20215000
7506,6,20285000,20540000
7743,6,20290000,20400000
7559,6,20405000,20535000
7756,6,20405000,20470000
7308,6,20555000,21595000
7597,6,20565000,20860000
7264,6,20675000,21590000
7650,6,20875000,21220000
7263,6,21920000,22740000
7367,6,22020000,22510000
7483,6,24525000,24780000
7417,6,24845000,25080000
7528,6,25265000,25490000
7393,6,25635000,26015000
7715,6,25940000,26020000
7438,6,26040000,26155000
7724,6,26160000,26315000
7379,6,26325000,26575000
7239,6,26595000,27095000
7278,6,27125000,27775000
7464,6,27155000,27440000
7745,6,27315000,27440000
7474,6,27465000,27765000
7282,6,27775000,27870000
7374,6,27880000,28045000
7490,6,28085000,28360000
7719,6,28105000,28195000
7667,6,28220000,28335000
7432,6,28650000,28995000
7720,6,28655000,28790000
7592,6,28800000,28985000
7749,6,28825000,28915000
7326,6,29035000,29595000
7382,6,29615000,30030000
7567,6,29615000,29810000
7629,6,29815000,29995000
7712,6,30035000,30160000
7468,6,30180000,30400000
7737,6,30180000,30310000
7690,6,30315000,30415000
7518,6,30430000,30705000
7519,6,30435000,30585000
7423,6,30445000,30525000
7279,6,30705000,31415000
7616,6,30705000,30790000
7424,6,30790000,31070000
7746,6,30795000,30875000
7608,6,30885000,31060000
7461,6,31090000,31165000
7521,6,31165000,31345000
7631,6,31350000,31435000
7274,6,31460000,31940000
7413,6,31510000,31590000
7658,6,31635000,31805000
7679,6,32075000,32165000
7410,6,32200000,32370000
7383,6,32565000,32660000
7569,6,32670000,32765000
7416,6,32840000,33235000
7539,6,32845000,32960000
7526,6,32960000,33235000
7456,6,32970000,33055000
7703,6,33245000,33380000
7504,6,33285000,33680000
7752,6,33395000,33540000
7655,6,33545000,33680000
7493,6,33725000,34125000
7275,6,34130000,35230000
7735,6,34150000,34215000
7486,6,34215000,34390000
7682,6,34410000,34580000
7647,6,34585000,34860000
7554,6,34900000,35215000
7778,6,34950000,35095000
7760,6,35110000,35215000
7429,6,35235000,35440000
7492,6,35545000,35710000
7799,6,35810000,35890000
7632,6,35990000,36075000
7666,6,36090000,36165000
7771,6,36260000,36340000
7725,6,36410000,36560000
7595,6,36570000,36730000
7436,6,36585000,36650000
7391,6,36730000,37230000
7785,6,36735000,36840000
7356,6,36840000,37225000
7777,6,36845000,36985000
7517,6,36995000,37150000
7797,6,37190000,37280000
7487,6,37290000,37670000
7783,6,37320000,37435000
7644,6,37450000,37545000
7764,6,37545000,37660000
7594,6,37750000,37990000
7709,6,37820000,37985000
7479,6,38105000,38470000
7376,6,38840000,39300000
7772,6,38980000,39095000
7514,6,39125000,39290000
7444,6,39325000,39860000
7566,6,39945000,40280000
7406,6,40410000,40920000
7435,6,40490000,40905000
7561,6,40555000,40865000
7583,6,41045000,41300000
7773,6,41155000,41290000
7366,6,41320000,41670000
7538,6,41390000,41560000
7651,6,41565000,41650000
7352,6,41745000,42150000
7556,6,41755000,42020000
7683,6,41910000,42015000
7686,6,42030000,42180000
7562,6,42205000,42530000
7446,6,42575000,42860000
7788,6,42620000,42705000
7755,6,42865000,42980000
7646,6,42870000,43140000
7747,6,43030000,43130000
7512,6,43190000,43485000
7787,6,43395000,43480000
7779,6,43485000,43600000
7301,6,43595000,44355000
7426,6,43605000,44050000
7748,6,43615000,43745000
7591,6,44050000,44130000
7471,6,44055000,44355000
7645,6,44055000,44230000
7622,6,44130000,44220000
7627,6,44235000,44355000
7619,6,44435000,44610000
7307,6,44610000,45015000
7418,6,45385000,45895000
7671,6,45705000,45850000
7795,6,45710000,45795000
7276,6,46000000,46645000
7355,6,46030000,46390000
7649,6,46055000,46190000
7680,6,46195000,46380000
7571,6,46810000,47025000
7453,6,47060000,47300000
7318,6,47350000,47755000
7599,6,47375000,47580000
7502,6,47595000,47750000
7542,6,49480000,49595000
7334,6,49605000,49825000
7252,6,50085000,50590000
7339,6,50790000,51090000
7272,6,51705000,51905000
7315,6,51705000,51825000
7287,6,52020000,52555000
7488,6,52020000,52130000
7329,6,52140000,52540000
7428,6,52150000,52270000
7472,6,52275000,52535000
7617,6,52285000,52360000
7389,6,52575000,52940000
7342,6,52640000,53000000
7630,6,52855000,52930000
7478,6,53030000,53350000
7540,6,53355000,53590000
7481,6,53640000,53820000
7243,6,55135000,56165000
7253,6,55275000,55805000
7415,6,56200000,56465000
7763,6,56480000,56570000
7455,6,56495000,56740000
7601,6,56625000,56720000
7358,6,56755000,57200000
7635,6,56760000,56910000
7758,6,56955000,57040000
7624,6,57090000,57185000
7634,6,57205000,57365000
7291,6,63600000,63995000
7351,6,64040000,64515000
7480,6,64060000,64290000
7688,6,64210000,64290000
7510,6,64295000,64480000
7302,6,64700000,65050000
7381,6,68685000,68940000
7284,6,70425000,70885000
7553,6,70505000,70685000
7563,6,70925000,71085000
7433,6,71120000,71400000
7613,6,71280000,71400000
7412,6,71415000,71595000
7462,6,71895000,72075000
7516,6,72080000,72225000
7254,6,72240000,72840000
7297,6,73140000,73315000
7273,6,73310000,73875000
7475,6,73325000,73470000
7448,6,73335000,73400000
7458,6,74140000,74365000
7620,6,74365000,74450000
7247,6,75100000,75780000
7327,6,75115000,75445000
7371,6,75950000,76280000
7497,6,76315000,76565000
7774,6,76320000,76445000
7626,6,79645000,79780000
7267,6,79740000,80190000
7710,6,79795000,79925000
7663,6,79950000,80095000
7612,6,80280000,80415000
7659,6,80460000,80590000
7403,6,80645000,80820000
7402,6,82445000,82725000
7250,6,82945000,83770000
7258,6,82965000,83325000
7555,6,83775000,83920000
